age,annual_income,total_spend_12m,purchase_frequency,avg_basket_value,days_since_last_purchase,num_categories_bought,avg_discount_used_pct,num_returns,return_rate_pct,website_visits_monthly,app_usage_monthly,email_open_rate_pct,email_click_rate_pct,customer_tenure_months,num_support_tickets,loyalty_points,referral_count,social_media_engagement,preferred_channel,gender,region,cluster,persona
27,51023.80259527307,538.8454533087339,12,85.81093449636046,0,4,8.177867101669317,4,5.334828415267581,26,11,57.15345143309192,9.34136104920419,35,2,2547.018194228631,3,49.16046496909404,In-Store,Female,South,1,Mid-Tier Regulars
28,56483.6021929619,1482.0131528959143,12,137.75039343314847,135,4,22.300941815770987,1,2.9115939466287797,18,12,19.687624834242325,3.7254374454300945,2,0,4255.917728303993,6,15.96373396370472,In-Store,Female,North,1,Mid-Tier Regulars
46,46131.20645808247,136.26177928139882,1,148.7934521273248,115,2,19.828827193313604,0,8.426444317329906,3,4,53.684019217802515,15.149136514850431,35,4,274.35416231840395,0,54.83645273841492,Online,Female,East,2,Dormant / At-Risk
27,61970.26429302479,1379.8235412210802,14,169.66838532760462,20,5,19.321839726887777,1,2.247392976384247,24,13,48.17428302470566,15.51995428580788,75,1,715.4467802672016,2,18.258736545284975,Mobile App,Male,East,1,Mid-Tier Regulars
29,34337.24607156017,220.26359808796295,4,75.34538082336817,86,1,8.11055063985351,2,9.176892799380143,8,5,46.286984047268895,6.840081231319208,48,1,753.813858321684,1,2.182488373531593,Mobile App,Female,West,3,Budget Browsers
23,23399.098945971084,285.8861856320114,6,67.04536940295154,64,1,30.268474385227925,0,7.268191491557896,9,10,28.687031624167275,4.8125079868608,59,3,694.503349065729,2,26.2403069086563,In-Store,Female,South,3,Budget Browsers
30,35765.03939768493,1093.0420470809506,6,168.13523875171197,7,2,4.5906352771726455,0,3.436587997663831,21,12,26.421934892260886,9.49140985561643,80,2,4517.091815562675,3,35.48857572464058,In-Store,Female,North,1,Mid-Tier Regulars
31,34993.48286825548,362.74906732723554,7,99.27762140306322,34,3,23.890384195463554,1,3.098367809249023,11,4,72.02341011240966,5.871725385280549,26,2,767.3337553367379,2,10.575861886530854,Online,Male,West,3,Budget Browsers
40,33727.9014773397,391.88227101102376,5,77.38952470553431,22,1,15.847618220794297,0,4.788684901686418,8,1,36.9224983531869,5.954321097967854,35,5,793.7521361113494,1,44.030677456622044,Online,Male,South,3,Budget Browsers
50,51292.81548487135,166.37797389579814,0,187.45487197804653,535,1,8.667530058693561,0,2.1844083464219866,2,2,63.989669954657025,4.245993323057591,6,2,269.27994443092683,0,11.248557330242983,In-Store,Female,East,2,Dormant / At-Risk
55,60561.83447726345,165.85668370255652,0,162.16687274038037,37,2,3.992642979249923,0,11.294784066514739,3,2,53.722994669754776,6.385551027378984,92,1,310.0034856577421,0,72.83775621365393,Mobile App,Female,East,2,Dormant / At-Risk
29,75268.10665566835,1445.5393219820376,10,126.95674448421843,29,4,10.460974919903801,2,1.9888807071869348,18,15,26.824658211908257,11.259938742933416,38,3,3238.5816724314477,1,14.82292277441607,In-Store,Female,Central,1,Mid-Tier Regulars
70,48418.79377437415,200.35122151926473,2,151.5879672365261,125,2,17.060479012735104,0,4.8737035153899475,4,0,59.32835076710901,8.890423993647305,64,2,370.3668576125647,0,20.540587504024497,In-Store,Female,Central,2,Dormant / At-Risk
36,35022.01076049339,402.6725435108349,6,76.30486905349552,82,5,19.910018795020857,0,6.824528147250369,3,5,54.605076351329195,13.53604063457021,20,0,314.7349336355748,3,16.844344015575636,Mobile App,Male,East,3,Budget Browsers
46,54799.958038383396,98.36131352175207,3,187.12766125544357,105,2,8.596905834781492,0,2.697960309071979,2,1,69.16453362905314,4.215074407181925,18,1,239.3803953312962,0,1.8592944789534618,Online,Female,West,2,Dormant / At-Risk
18,15000.0,275.9275387955457,5,86.24086415750315,33,3,18.36069560949603,0,3.9161680066555453,8,4,45.23015013789096,7.72436025330525,15,2,845.0273102134043,0,63.285029280711434,Mobile App,Male,North,3,Budget Browsers
45,77609.62280747376,160.65735880258572,1,161.54680215646525,59,1,13.456403234447983,0,0.6842655396506451,4,2,45.150957831970665,16.656293310913302,85,1,261.7619693559535,0,56.39449945489778,In-Store,Female,North,2,Dormant / At-Risk
40,45826.0468689143,461.3645715595578,7,67.22157364168666,57,2,14.148057351639745,0,7.065988236595016,13,4,31.790432700688015,20.10896556859228,2,0,827.2131018308381,3,69.24080051025413,In-Store,Female,North,3,Budget Browsers
45,97486.27250119358,1881.859931862522,11,141.45498953516872,21,7,29.104108258635573,2,12.880947987543095,26,7,37.97181640250953,5.219824643188434,79,1,2593.3219484509787,1,20.313257850637825,Online,Male,East,1,Mid-Tier Regulars
37,45303.28373736743,1550.233568102162,13,156.421360234341,58,3,5.376911007959702,2,0.9950771688783032,34,7,51.417997252912976,6.215556364159176,21,0,3243.197821642445,6,48.66241493095076,In-Store,Female,South,1,Mid-Tier Regulars
44,45608.67263513282,2265.4099688919737,7,133.99305117303356,5,2,17.420644082885847,1,3.7402688465949994,21,17,31.43711561683218,21.699692293480584,68,4,3400.3420610744633,4,22.579920352969687,Online,Male,West,1,Mid-Tier Regulars
46,29919.164980354293,138.30629065022896,2,218.60851604210922,49,1,11.209460646564805,0,3.8815949261712857,3,0,49.21869542402833,10.59641154884208,90,1,356.5621355552255,0,34.45691466020733,In-Store,Female,North,2,Dormant / At-Risk
23,49890.74148630773,633.0229033124698,3,83.3937357571181,19,2,9.47781501368623,1,6.236630773237775,9,3,40.53315278944824,9.643692554618468,17,3,1101.0212543128732,1,28.68468493663566,In-Store,Male,East,3,Budget Browsers
33,37905.43495461073,336.0576861764452,6,30.856429943454792,137,2,20.87695888728337,2,5.122516226481378,10,5,44.56270618494408,26.635080840200132,14,3,788.8929817163345,0,67.89783064072387,Mobile App,Male,West,3,Budget Browsers
58,56026.52003489543,65.10402293847874,0,153.75977604560595,730,1,15.853028847954155,0,3.069951264607172,3,0,25.453248347014128,6.920554699988251,66,3,344.08707863097635,0,21.01739278734623,Online,Female,North,2,Dormant / At-Risk
44,103433.30867157086,1929.5238037162198,8,171.90480875631212,2,8,17.89222482656018,5,1.1754136593100408,40,21,34.990016891937294,4.703743516377883,91,1,3468.7684673077656,5,8.90864120690524,In-Store,Male,Central,0,Premium Loyalists
40,32573.125075296364,554.5661173256749,3,104.21114429858685,62,1,11.186157635187337,1,4.349033519288811,9,3,43.93943086752709,10.938656200828417,53,0,749.4911900954513,1,23.668182221333957,Mobile App,Female,East,3,Budget Browsers
24,65058.85677796637,1139.6630625080734,13,146.58834786170254,14,9,16.25500810326546,0,5.423681938036248,21,12,44.29036124056422,10.9874617131394,7,3,4159.225426534408,3,32.758340604799095,In-Store,Male,East,1,Mid-Tier Regulars
27,69989.33323556255,848.8917257561283,7,87.49632360916686,89,4,5.839982237243053,2,12.553126523231622,21,14,21.31878733293592,7.001594694860117,92,4,3830.544136295709,3,31.39128527381645,Mobile App,Female,South,1,Mid-Tier Regulars
48,141009.29638226973,3921.9232912792118,22,192.75507662387665,16,17,15.39517919881009,7,1.6023211987872958,42,26,36.742411265029254,5.753056311096443,42,2,7531.007681441239,4,12.00018920266265,Mobile App,Female,South,0,Premium Loyalists
39,24831.488306371517,162.44810033953743,0,240.33286800197857,400,2,14.823780208336071,0,4.700965583817285,4,2,33.47024044110384,5.28482036809764,82,2,321.57212047964975,0,20.14925123721688,Online,Male,South,2,Dormant / At-Risk
53,72785.06190593421,180.72675578000542,4,192.75051302546936,55,1,5.110853196456995,0,2.362255210037935,3,2,61.69541027418632,8.504773393816397,82,2,296.7431716886578,0,36.4992740865117,Online,Female,Central,2,Dormant / At-Risk
63,67303.96648734916,76.63080549581434,0,119.84774129602187,531,1,2.1388031729072314,0,4.8914761378300815,3,2,39.19847601424647,23.96770165202963,78,2,202.11347176011225,0,58.52011529162047,Online,Male,East,2,Dormant / At-Risk
43,64789.57449135815,1338.8725850425267,7,168.4828423818628,8,6,25.28831031777335,3,6.845546479191292,31,16,33.40476214816762,2.1507391848176747,53,0,3200.2114110061466,2,32.148693050235735,Mobile App,Male,North,1,Mid-Tier Regulars
18,41925.44946267469,374.2645807609927,0,41.51670925662524,81,1,10.110646783518186,2,8.739051060472733,12,3,33.91048409085517,14.214565960832056,94,3,916.224921033033,0,17.669045942781054,Mobile App,Male,West,3,Budget Browsers
51,46442.73581636223,254.23345823278692,1,173.59843774585704,110,1,22.98138049745634,0,2.979254363096529,4,0,52.111819902490474,2.1948610464572744,73,1,281.98740136367616,0,28.127239492656425,In-Store,Male,South,2,Dormant / At-Risk
39,21626.011698538452,354.98231145072117,3,134.7162318823951,299,3,15.403838679488976,1,2.7063413008177126,8,4,41.51729578659625,13.864450302812351,75,2,790.2696875285778,1,10.985737679117065,In-Store,Female,West,2,Dormant / At-Risk
47,54613.048293672306,129.8096473633434,0,124.82700718441116,63,1,25.49099223010667,0,5.214994771628456,3,1,32.863438893766386,7.210444499175309,42,1,343.3832661805922,0,30.5283488533139,In-Store,Female,South,2,Dormant / At-Risk
24,33375.90059443837,545.8721809443017,4,131.61505632469857,97,2,21.039070930295726,0,10.241769642526442,11,7,23.9402388095015,11.291239618822365,28,3,688.4611862000941,0,5.003119931976003,Online,Male,East,3,Budget Browsers
62,59002.84265039853,140.9716952945366,1,169.01209427956235,235,1,25.79623739188704,0,3.0462878906301376,5,1,54.381839933900224,3.0243485994718395,30,1,285.9318434345784,0,16.298806230679258,In-Store,Female,West,2,Dormant / At-Risk
25,53949.59239854158,1708.127675310112,13,101.38002193455779,29,9,14.333944220310595,3,2.6914976945398656,24,17,5.9424507730064615,7.041012244906257,41,1,2832.0666496473214,3,41.762598659757884,Online,Female,East,1,Mid-Tier Regulars
41,130281.76039133112,5054.678269546345,27,227.34088166524165,14,11,26.348426472465274,1,7.421099325434303,44,22,48.90958875649943,3.530813181313723,16,2,5486.423422973742,6,11.832204582839775,In-Store,Male,West,0,Premium Loyalists
36,125895.63509104411,3707.3674397995646,16,207.9206024400101,14,8,29.865914519205155,4,2.5474954588927337,40,16,40.884664441355895,4.230955200213975,75,3,9933.820318810545,5,31.088424239928692,Mobile App,Female,North,0,Premium Loyalists
35,71239.58073420462,2622.5726734477057,7,97.76910760293009,59,5,19.79054923035495,5,6.865304325203899,21,17,47.9622874605656,9.69076393227666,70,3,2972.2572519364885,2,30.667393570314626,Online,Female,Central,1,Mid-Tier Regulars
45,36843.73666181144,226.79434392679843,0,96.89348126969915,161,1,8.387333291508908,0,3.7994535330591495,2,3,47.96288729159836,10.073273004125344,89,0,293.4472985624187,0,29.640403434866553,Online,Male,West,2,Dormant / At-Risk
37,104073.93681239038,3316.9240285960163,16,208.6198671320903,1,15,38.613608336867074,4,5.01521591447638,30,16,63.69770033119379,24.133300030579974,64,5,7645.597520147978,11,36.73501010154258,Online,Female,South,0,Premium Loyalists
26,52971.02867578871,2545.7832269233377,12,163.6129309103967,8,6,16.88750064715712,3,9.300269615438774,18,9,16.325384335977663,17.170920246062433,28,4,3909.0852438398297,3,43.10549126645641,Online,Female,South,1,Mid-Tier Regulars
41,66108.38255423128,1976.4740524235144,9,103.40480606003588,8,6,34.66120528301492,2,2.9335911811015007,26,13,58.30041438837097,15.211988047101269,81,3,4342.157434883796,1,12.454498349033244,In-Store,Male,West,1,Mid-Tier Regulars
18,66482.90415622728,1318.7716614153069,9,67.01594738731293,17,5,21.65837740821584,4,4.164787359575,21,15,38.916825679900946,16.31213891139733,92,0,4529.749473942492,3,24.323262145613473,In-Store,Male,West,1,Mid-Tier Regulars
29,99710.41073313751,2585.655776690326,7,111.84720487485232,8,2,30.45365192525989,2,2.5200258811689955,21,10,21.38872481675551,16.825612526121265,34,2,3100.2490592660197,3,54.427957006457504,Mobile App,Female,Central,1,Mid-Tier Regulars
31,31989.631006356547,166.4824236118477,4,139.29112903787205,4,1,3.7635418399941236,0,5.438077139173654,5,3,33.82433697957689,7.432417435702028,56,3,1007.2112708693967,0,30.058278516394747,In-Store,Male,South,3,Budget Browsers
47,83549.86313395228,184.47538926286884,2,181.48678903452117,346,1,28.440352336308983,0,1.7932982114896283,2,4,35.85411589449913,6.3955367295535845,41,3,250.8200775205422,0,4.381673364699807,In-Store,Male,East,2,Dormant / At-Risk
32,41825.03204622896,268.6344448041785,5,77.370535511251,227,1,21.789955465758002,2,2.4538580766001226,16,4,41.52792290541277,4.116109314299664,62,3,1019.209068240709,2,9.192231621264856,Online,Male,East,3,Budget Browsers
46,60353.50376340099,118.48292724578315,0,150.78439278510305,105,1,7.331714513799552,0,4.017019920572469,6,0,18.90777619754971,12.039957870989575,1,1,290.8488390634339,0,56.4454786286553,Online,Male,South,2,Dormant / At-Risk
21,49296.49969651903,449.6608323088184,4,85.06273093838703,49,1,15.22717111407701,1,2.086731829184826,7,6,54.45148376189615,30.170935537274218,47,5,835.5869117594123,3,25.024168640666378,Online,Male,Central,3,Budget Browsers
27,37765.092622352524,309.1601967382584,6,96.48079004779251,1,4,16.897641218328,1,7.9347014087252585,17,3,35.98222665712667,6.94235954579124,30,2,606.1193202573281,2,41.77510542706119,In-Store,Other,North,3,Budget Browsers
51,54825.215126428084,990.1820985768593,9,165.7622544918117,70,9,17.264476393744214,1,2.651920442758785,32,12,64.52794248837446,7.586433525479435,22,2,3334.2332677657296,5,14.389855545208363,In-Store,Female,Central,1,Mid-Tier Regulars
30,63299.46836998964,1441.8306695521649,6,93.72339813288453,15,7,29.520338461356694,1,5.059634705746723,29,8,46.036707883139336,7.023715077666992,30,1,2466.2109733311927,0,13.40461096494112,Mobile App,Male,West,1,Mid-Tier Regulars
39,60196.12837041567,1817.3503585863996,17,168.69234773431094,30,11,17.591242337184163,0,5.541735166450588,17,11,59.83400082698785,2.1518711322269395,95,2,2734.9456127069957,0,16.830539541251685,Online,Female,North,1,Mid-Tier Regulars
29,55083.56075093533,1509.391536873813,11,150.3287618494257,0,3,27.284039219460315,1,1.0060259808507404,21,8,31.07829606403444,9.70156342383294,62,1,4445.7299469669,3,30.003304322613666,In-Store,Male,South,1,Mid-Tier Regulars
63,60829.134197818435,93.66575840874364,2,168.21624373701582,565,1,22.212841912671454,0,9.111533193560382,1,0,52.31040377169185,5.928132600206839,34,4,355.4131174687353,0,43.82953975112441,Online,Male,South,2,Dormant / At-Risk
28,39354.02305468577,453.05179984717137,6,109.83144298161744,88,2,25.612869324876232,1,5.322527456313507,10,3,43.06858530120495,10.502681270179782,40,1,78.48570368792991,1,24.30890367202591,Mobile App,Female,North,3,Budget Browsers
20,41097.12275759137,166.04055412868803,10,92.74785348643238,109,4,18.57785360065442,1,2.3818639888486244,12,2,37.92228011440083,7.772842992523763,88,2,780.5482061046597,3,20.29352220917331,Online,Male,West,3,Budget Browsers
36,69171.37997957162,859.333685860218,12,136.2940141783726,40,7,20.940114292410783,0,3.3134996598885254,24,6,51.144952352154114,24.716011194311726,80,2,3997.2289101361966,2,16.70402716527857,Online,Male,West,1,Mid-Tier Regulars
27,30030.2085478758,346.13963460288755,3,65.20072103095214,8,4,28.792580516408044,2,3.902214742946096,11,6,34.82147957457862,13.764795180653481,3,2,1047.904775068247,0,35.48611104165515,Online,Female,Central,3,Budget Browsers
36,68551.63153497029,1675.2743995865587,12,196.54058527905818,19,2,29.29148267340721,0,5.5476312765458395,24,6,23.861144702435823,4.128393325215952,87,5,3550.688841858856,3,9.114911799431011,Online,Male,East,1,Mid-Tier Regulars
35,30372.875424916296,2390.368828674668,13,79.39220444513975,3,2,18.958885187247503,1,0.7079861732832733,32,7,41.41297813742793,6.594409741036615,18,1,3514.3153661317842,3,19.221164214318726,Online,Female,West,1,Mid-Tier Regulars
18,33323.56776028428,588.5969655279679,2,58.3335351086904,73,3,18.500395937565333,0,3.003685459762889,6,5,36.25161271766251,7.330807822285276,84,2,1032.2259134200922,1,41.123277569613016,Mobile App,Female,East,3,Budget Browsers
51,39718.592786303314,157.4411438782398,1,162.39012030037873,294,1,4.293761963145117,0,2.315235283181968,5,1,25.154198777325725,5.376719529080817,86,2,353.6307517841126,0,7.936057111447874,In-Store,Female,North,2,Dormant / At-Risk
61,48017.393313423,141.73934836685726,1,185.53004670927209,89,1,33.23035973857301,0,5.408564634336288,1,4,65.85256892754245,2.1440621046615904,48,7,273.31138567815964,0,28.459260214708987,Mobile App,Other,West,2,Dormant / At-Risk
25,44023.20970308394,644.01903247763,5,23.281335637168183,15,1,25.372582705469952,1,5.612689698033878,13,7,38.8891695372024,11.483358958297678,56,3,723.6998381326216,1,17.468953840894137,Online,Female,South,3,Budget Browsers
42,80441.9260093238,889.6754097015454,15,66.642874580601,19,6,25.67610135859864,1,1.7041697930174156,19,10,43.12660381943148,7.936640216778492,54,2,3639.5035946615744,4,39.37587202889687,Online,Female,East,1,Mid-Tier Regulars
33,59231.854983937825,117.27534473246396,1,178.76438073923805,236,1,4.28256509083095,0,4.096012627479852,2,5,74.94649113602706,9.17408245248483,27,4,174.04206082783094,0,46.10549281967833,Online,Female,East,2,Dormant / At-Risk
59,67042.905581556,100.5590759240824,2,187.32415889827897,95,1,5.828764550693019,0,2.40878662525344,2,5,38.87256118506271,8.08041160914192,84,5,193.1988358567017,0,18.839936410091358,In-Store,Male,Central,2,Dormant / At-Risk
50,66180.01245391133,1051.872392840184,5,113.34627770042928,23,5,7.886595797700485,2,3.5321315195439986,25,20,24.10341092427614,9.792393364600816,13,3,3485.703529292294,2,4.472791995111304,In-Store,Male,North,1,Mid-Tier Regulars
56,33259.60837059264,128.96524435596237,1,132.56036741370286,581,2,22.972807445019,0,0.8744182656077675,3,1,70.64924917420518,2.925978133758845,70,2,313.677029010721,0,24.762482985423155,In-Store,Female,North,2,Dormant / At-Risk
37,75782.0649470383,416.95603422668773,15,159.23424796282913,28,8,9.467592759425312,1,6.4608461625486875,24,17,70.11435471453974,8.383560681713508,27,3,2014.9525274390098,5,68.41710198506874,In-Store,Male,South,1,Mid-Tier Regulars
37,26284.983617917736,173.12190077824727,4,124.9868872401603,135,2,16.50387714623125,1,6.750600406927686,9,5,56.751424382385906,12.347005896653434,13,1,628.4463084205157,1,10.380384324885423,Mobile App,Female,East,3,Budget Browsers
42,104938.37326942166,4395.61193068362,19,245.6301868147814,8,13,18.477821084590662,2,10.221544252876855,46,23,70.57992311181542,3.3770215178453653,81,3,8857.720980651267,4,32.80643144775169,Mobile App,Male,North,0,Premium Loyalists
50,76950.50658066613,1077.9986544138217,13,109.69536488761212,12,4,32.07007459991936,3,5.615224224725533,24,14,87.44899716153725,23.0762502366278,67,2,2506.3590461095228,2,21.01321463595004,Online,Male,West,1,Mid-Tier Regulars
43,149480.7295183654,3224.9764616088078,25,186.45021571521133,1,7,12.778124770880613,5,4.692748854964257,38,18,56.70611990761588,16.71236405511813,11,1,7533.170354152043,2,46.93248237639705,In-Store,Male,North,0,Premium Loyalists
30,67571.9397448127,1968.5719263522114,12,116.98760094009475,37,6,11.555188811973522,2,5.561889780557832,27,7,16.44816383898282,14.578297800541321,84,4,3535.0413610565543,2,34.09266489173477,Online,Male,North,1,Mid-Tier Regulars
41,164881.3293446755,6679.643895413501,13,220.93709817617082,3,15,19.745641035955604,3,2.589995067348016,36,16,30.23367611514557,6.824137559354895,55,1,10054.06076692813,2,6.970184645985192,Online,Male,East,0,Premium Loyalists
34,37568.42591165779,2273.850595462282,19,121.103782366119,18,4,9.6664869356653,1,0.5235898031900825,25,10,47.86115905618272,15.501019993980025,76,4,1921.0569289691982,4,24.71332973457169,In-Store,Male,West,1,Mid-Tier Regulars
35,103697.25686598704,1696.4417542603514,21,190.93863501530407,4,7,12.190598126787581,3,2.008696347522646,41,24,24.427375585943036,4.033091007409263,17,2,11442.030948850095,7,23.222533606819482,Online,Female,South,0,Premium Loyalists
44,117895.02865624058,2455.286751356577,22,197.58200752109718,45,11,29.166875953027052,0,4.766205313695648,49,15,13.532527918481263,10.952439292937068,26,1,7128.0003279057855,7,8.040480661495407,Mobile App,Female,North,0,Premium Loyalists
58,90723.80241068001,1208.7701003999623,20,193.82421707358978,21,9,5.6657111512815135,6,7.403220493863351,46,16,76.78477747188907,19.77347595294051,82,4,8344.094441213214,5,54.794290367809715,In-Store,Female,South,0,Premium Loyalists
60,48959.06054786366,110.52755781661905,0,140.61603504420708,355,1,4.340224682645031,0,1.8461804366167964,1,0,54.57189687395094,9.691813018420085,2,4,236.53286121736315,0,47.19884543856431,Mobile App,Male,East,2,Dormant / At-Risk
36,77164.64374414108,1271.3774284955714,20,123.08671238439693,68,9,4.255515635179827,1,6.016776643004984,23,13,34.663638764361394,8.363949619079593,34,0,3313.5039056429528,2,24.087461575232833,Mobile App,Male,West,1,Mid-Tier Regulars
24,28800.227545664,354.9536605216104,4,74.72764423204312,4,2,2.8935432959858134,2,1.8843674666517995,13,7,52.95885540874621,14.524547098566016,6,2,684.3556957688725,1,47.57259484386827,Online,Female,North,3,Budget Browsers
25,24433.5127313797,351.2044839980631,6,65.33830296843864,27,1,4.3526922637948315,0,7.957109708037011,10,6,15.456136819688556,13.928110302271593,27,1,862.3147590632176,0,24.93823082539926,Mobile App,Male,West,3,Budget Browsers
32,39548.65319885788,562.0232496600811,5,77.0763515695785,127,1,16.856197847544717,2,9.418739946306866,8,5,22.913076639945714,6.660492182704352,2,2,881.0273820036034,3,53.664655661853665,In-Store,Female,West,3,Budget Browsers
52,72471.83026446313,101.33997571088796,2,146.1665959355682,521,1,21.820310023647355,0,3.4869200248975596,0,4,44.47614085522071,15.890630359064675,60,1,211.4645369982016,0,3.497639489621375,Online,Male,North,2,Dormant / At-Risk
36,37149.03400529208,333.0643611748958,6,49.98605491221338,106,2,34.056605136149486,0,7.992125547064216,15,9,32.762874001038675,10.502090000791654,71,2,560.0873247546406,0,56.66106927235113,Online,Female,Central,3,Budget Browsers
29,51311.26919500524,1588.0146346162621,22,120.07404697618058,14,2,33.834016421857484,4,1.5478442107002037,28,12,32.49762366066271,18.15081770462857,20,1,3976.5450302321815,3,48.50934961346468,In-Store,Female,Central,1,Mid-Tier Regulars
24,33103.30545960221,688.0449587246653,10,54.51280211986848,61,1,15.09450472005056,0,2.887235333744881,7,7,24.72623870715259,4.595009372724034,39,3,526.1910463161832,1,22.9399498466222,In-Store,Female,East,3,Budget Browsers
33,32793.423462302446,448.12860185334387,5,111.46828168818627,173,2,12.804431384742237,0,3.0967544535060387,6,3,57.45247233119666,4.662251220260415,34,2,369.1920870547556,1,22.614209696343647,Online,Female,South,3,Budget Browsers
40,25511.954728553632,352.2527786441328,3,66.23248316617435,118,2,19.865476978322384,2,4.8121380631281285,10,2,36.63266810380233,7.867072620327864,51,2,977.1345681927996,0,25.894089705130725,Online,Male,South,3,Budget Browsers
35,45265.30245838036,58.68805236151542,3,60.4390846217303,25,3,10.65551796477584,0,14.028881321583876,14,2,48.71409445935181,2.0139971078679,10,2,676.0122478691322,2,24.43311227885524,In-Store,Male,East,3,Budget Browsers
33,47978.06032934206,739.7035533860114,11,178.78783484299524,27,11,14.382175817527717,2,2.106662536974151,18,12,68.30442640007152,21.297262787030935,20,2,3617.691401364302,5,27.720017694353594,In-Store,Male,East,1,Mid-Tier Regulars
58,39881.61824707218,60.22312568828849,1,104.44885077213655,730,1,13.671114053733492,0,10.74102212435455,1,2,46.326426678406236,14.91470175099367,80,0,266.0258847969639,0,39.24979255489554,In-Store,Female,West,2,Dormant / At-Risk
42,159874.57590397296,2285.982469194888,23,205.99431301156142,29,8,32.02853541314042,7,6.739485052161217,38,27,34.7484434320492,6.115445256866157,11,2,8398.548825035112,6,39.01505677241306,In-Store,Male,East,0,Premium Loyalists
27,38328.63599697031,492.95254251456544,4,45.64432796667405,39,2,24.37183626238766,1,5.409266962265365,6,4,30.730106974319956,4.692995574487742,22,3,823.7548829786485,0,22.139193542479806,Online,Female,North,3,Budget Browsers
36,79225.87578387,1918.1265075022377,14,115.62392194479818,51,2,2.6898267740246466,0,3.9726705703023244,22,13,37.73373927889169,13.011736175271308,27,3,2319.443411286956,4,10.479897898819445,Online,Male,South,1,Mid-Tier Regulars
45,119276.2473866999,7153.410127482032,19,141.12122924982262,48,12,12.460190247388331,3,6.423081076561681,53,17,45.095075464436285,7.41530200820687,15,2,5181.480506808717,3,6.525686732608469,Online,Female,West,0,Premium Loyalists
34,103230.12588221344,2250.2607856989857,13,65.20210864791368,30,2,13.23861468700654,1,4.874065747916439,30,17,28.389422281554307,4.4024092683773315,62,1,1763.4196386723067,0,39.83860348374717,Online,Male,East,1,Mid-Tier Regulars
35,52244.70569957233,1344.9612453464745,13,146.4021941119194,37,4,16.5302264232159,1,0.4367433726030776,22,11,67.42562614246481,2.4765427065774452,65,3,2321.1690903001695,1,22.695094061438045,Online,Female,West,1,Mid-Tier Regulars
31,27760.45942291309,638.1083606297443,8,14.401371135639081,32,1,20.41591996972742,2,8.022109748885685,10,1,52.60289565331312,8.482521227519872,62,1,722.0947894971063,1,28.78753129468831,Online,Female,North,3,Budget Browsers
45,57687.804877503026,208.2887241178814,0,94.31220620456862,202,1,42.16903964132175,0,7.664439003773167,4,1,42.23634043761982,8.120770152875542,75,1,201.7020535335921,0,22.055227646947444,Mobile App,Male,Central,2,Dormant / At-Risk
43,52700.54092397713,2202.734320800185,14,116.91225566001268,24,8,34.45352648614366,1,6.4792809652932855,32,16,69.60635014960955,6.807797586779126,3,3,2638.4794721796125,5,37.316893155604994,Mobile App,Other,East,1,Mid-Tier Regulars
36,169964.2333338773,4796.576310859386,13,205.8507495208438,2,10,4.131448914325402,6,3.440721445078626,48,14,33.46970891916807,6.453031094075253,87,1,9241.309223174787,6,43.21014537337612,Mobile App,Other,North,0,Premium Loyalists
50,69535.34211011116,138.6710520729111,4,134.50719714022995,109,1,2.945115163447754,0,4.183349851425284,1,3,46.1205430060288,2.7248908217053986,79,3,333.7229969559092,0,31.628361123562936,Mobile App,Male,South,2,Dormant / At-Risk
37,25053.752452823894,346.48226562214467,7,45.735793305562936,0,1,14.9773559499682,0,11.250517948573885,15,6,28.177150774613537,1.116555302882451,12,1,592.8437376013437,0,34.40799007812076,In-Store,Other,South,3,Budget Browsers
49,42591.254071078336,170.53018864925045,0,135.721438622138,555,1,3.1689730731036896,0,7.743874153177456,4,1,39.989816234362216,7.33851780310072,59,3,265.063343023309,0,11.878566437261906,In-Store,Male,North,2,Dormant / At-Risk
30,142709.65849936055,5397.214153803513,21,213.71841213845724,21,16,14.014994939023888,5,1.180601086061984,54,28,48.35074169096895,15.144316591378479,11,2,7308.244799991993,3,32.633632346575205,In-Store,Male,East,0,Premium Loyalists
42,75433.18880889085,2163.4292747097766,21,191.78020754512087,32,7,16.9663756991696,5,0.21894256948084034,35,20,37.18083537786738,5.143074193859493,44,1,7789.649059796003,3,27.551906896893936,Mobile App,Female,North,0,Premium Loyalists
18,25516.408765329572,522.3448457528369,7,63.77131175867474,35,1,10.853200380168836,0,2.3282392907934324,10,5,59.820365676808485,11.599293239788427,43,2,663.602995159838,0,7.093198879331382,In-Store,Female,West,3,Budget Browsers
37,45667.686016237174,147.73990092476765,0,92.05515061139664,59,1,13.048675576781456,0,6.807862780233738,4,2,43.62956907440592,12.313752221299252,35,3,231.34833218258274,0,30.106907491245167,Online,Female,East,3,Budget Browsers
18,23322.290885352966,508.96315204355585,5,48.15679335524818,75,1,20.093244956687354,4,5.7333231881099795,9,9,52.49741838206615,8.107766747317118,85,5,1017.1273191908982,1,18.52885148440565,Mobile App,Female,Central,3,Budget Browsers
22,30460.10809820347,144.36371667336766,4,73.71955238801216,32,3,6.04275317113814,1,1.9492211013350262,9,6,63.88447588299391,10.52969858348979,66,0,880.2048278372155,0,50.133687590158985,Mobile App,Male,North,3,Budget Browsers
