customer_id,age,gender,annual_income,total_spend,num_orders,avg_order_value,days_since_last_order,website_visits,pages_per_visit,session_duration_min,discount_pct_used,customer_satisfaction,is_returning_customer,region,revenue_per_visit,spend_per_order,engagement_score,spending_tier,recency_score
578,49.0,Female,116365.93947407472,1050.01,5,130.58,185.0,21,4.2,8.64,9.2,4,1,West,50.0,210.0,0.3895,Premium,0.1912
579,44.0,Male,42187.01,54.79,7,58.95,340.0,28,5.19,10.143881283682113,21.48,3,0,North,1.96,7.83,0.494,Low,0.1714
580,37.0,Female,25575.08,242.95,8,117.85,320.0,25,5.17,9.54,12.34,1,1,South,9.72,30.37,0.4596,Medium,0.1732
581,41.0,Female,26261.64,748.31,6,170.19,250.0,33,5.37,11.89,4.56,4,1,West,22.68,124.72,0.5633,Premium,0.1809
582,29.0,Male,34318.67985176832,282.51,9,178.96,181.0,20,4.48,8.28,9.83,3,1,East,14.13,31.39,0.3833,Medium,0.192
583,67.0,Female,49314.25,201.9,8,81.94,353.0,22,3.1,18.65,14.54,3,0,Central,9.18,25.24,0.4828,Medium,0.1703
584,39.20451730807425,Male,42033.48,264.94,5,82.45,143.0,29,7.18,17.81,12.67,3,1,East,9.14,52.99,0.6369,Medium,0.2009
585,50.0,Female,61187.55,461.71,8,94.75,205.0,28,5.29,27.029976776044148,15.06,3,0,Central,16.49,57.71,0.6839,High,0.1875
586,50.0,Male,51567.92,1492.21,7,32.63,251.0,25,7.53,7.55,10.31,4,1,East,59.69,213.17,0.4952,Premium,0.1807
587,68.0,Male,32975.96,339.61,16,39.96,350.0,30,6.36,10.96,5.19,4,1,East,11.32,21.23,0.5499,Medium,0.1705
588,60.0,Male,116365.93947407472,116.91,8,48.13,171.0,24,6.43,9.91,9.75,4,0,South,4.87,14.61,0.4854,Low,0.1941
589,54.0,Female,70995.96,88.87,7,77.95,170.0,29,7.54,12.75,7.34,3,1,West,3.06,12.7,0.5895,Low,0.1943
590,29.0,Male,52236.37,21.64,6,81.11,240.0,27,10.18,11.8,15.93,3,1,Central,0.8,3.61,0.6253,Low,0.1822
591,39.70808565830449,Male,50966.58640279992,409.15,12,76.49,336.0,19,7.85,4.4,0.89,4,1,East,21.53,34.1,0.4135,High,0.1717
592,18.0,Male,70595.54721129894,393.26,3,80.79,241.0,21,7.1,27.029976776044148,24.86,5,0,East,18.73,131.09,0.6645,High,0.182
593,50.0,Female,33064.52,114.85,5,161.48,193.3264861827289,31,6.03,17.72,16.75,2,1,East,3.7,22.97,0.6259,Low,0.1896
594,57.0,Female,31701.29,594.26,6,138.93,256.0,23,7.77,18.87,29.54,4,0,North,25.84,99.04,0.6085,High,0.1801
595,27.0,Female,114309.26,675.67,11,91.07,246.0,23,4.16,12.55,8.95,4,0,North,29.38,61.42,0.4501,High,0.1814
596,60.0,Female,49778.46,149.94,6,77.68,29.0,19,6.55,19.44,18.48,4,1,East,7.89,24.99,0.5486,Low,0.2912
597,61.0,Female,33467.34,210.87,6,86.85,122.0,22,7.8,1.53,1.68,1,1,North,9.59,35.15,0.4077,Medium,0.2075
598,46.0,Male,49160.36,1492.21,5,77.72988764308869,191.0,23,7.21,21.27,9.23,4,1,West,64.88,298.44,0.6214,Premium,0.19
599,30.0,Female,74988.74,234.41,6,59.67,26.0,28,5.36,7.97,22.26,4,1,South,8.37,39.07,0.4741,Medium,0.3001
600,29.0,Female,66878.13,715.23,9,157.22,356.0,25,6.32,11.22,5.18,5,1,West,28.61,79.47,0.5063,Premium,0.1701
601,48.0,Other,79788.22,301.4,5,206.75375,79.0,21,4.752508111732269,12.61,9.12,5,1,East,14.35,60.28,0.4471,Medium,0.2276
602,63.0,Female,26244.77,788.35,8,191.99,87.0,19,4.185076292333559,9.45,19.83,3,1,West,41.49,98.54,0.3799,Premium,0.2228
603,19.0,Male,78792.62,732.72,9,81.71,155.0,15,4.821991414009809,9.84,12.24,5,1,West,48.85,81.41,0.3635,Premium,0.1978
604,68.0,Male,44822.73,550.94,6,65.47,87.0,34,4.72,2.46,6.79,2,0,East,16.2,91.82,0.4518,High,0.2228
605,67.0,Female,51254.07,964.75,8,29.89,350.0,22,4.7,14.86,18.59,4,1,West,43.85,120.59,0.4798,Premium,0.1705
606,52.0,Female,89746.76,1400.23,9,87.19,216.0,23,4.74,15.5,23.79,3,0,East,60.88,155.58,0.497,Premium,0.1857
607,40.0,Female,69658.7,433.73,9,68.20829316619398,178.0,29,4.25,11.801065671443647,24.27,4,1,Central,14.96,48.19,0.4985,High,0.1926
608,34.0,Female,58426.58,135.56,4,69.76697437101052,129.0,28,4.2,8.417112751257664,26.52,5,1,West,4.84,33.89,0.4507,Low,0.2051
609,43.0,Female,18178.62,254.27,8,81.43,252.0,25,3.814930811435495,7.23,8.75,5,1,South,10.17,31.78,0.4008,Medium,0.1806
610,25.0,Male,47918.12,710.04,9,68.28,70.0,31,4.791063677168273,17.57,18.28,3,1,North,22.9,78.89,0.594,Premium,0.2338
611,46.0,Female,33112.37,526.17,9,206.75375,86.0,34,5.15,12.46,18.48,4,1,West,15.48,58.46,0.5733,High,0.2233
612,43.0,Male,69949.07,97.88,4,67.55,348.0,25,6.32,22.52,2.08,3,1,North,3.92,24.47,0.6317,Low,0.1707
613,27.0,Male,80457.08,26.3,7,130.82,34.0,30,2.48,11.64,10.13,2,1,South,0.88,3.76,0.4626,Low,0.2791
614,43.0,Male,42149.77,574.37,8,134.27,93.0,25,5.83,3.24,13.9,5,1,West,22.97,71.8,0.4058,High,0.2196
615,51.0,Female,35118.36,461.2059854998184,10,67.52,193.0,24,7.81,19.57,21.26,3,0,North,19.22,46.12,0.6263,High,0.1896
616,68.0,Male,106739.91,1492.21,6,35.66,334.0,20,4.65,13.55,6.44,4,1,West,74.61,248.7,0.4459,Premium,0.1719
617,58.0,Male,36258.39,686.68,6,133.65,15.0,22,3.72,10.61,6.5,4,1,West,31.21,114.45,0.4087,High,0.353
618,24.0,Female,26976.77,413.53,7,67.2746539979541,145.58904478781636,22,5.39,5.14,21.62,4,0,South,18.8,59.08,0.3888,High,0.2002
619,21.0,Male,32327.21,43.49,8,166.17,316.0,24,6.43,4.47,25.19,5,0,North,1.81,5.44,0.425,Low,0.1735
620,70.0,Female,37141.87,102.64,9,120.33,91.0,35,4.49,12.32,10.53,4,1,North,2.93,11.4,0.5647,Low,0.2206
621,67.0,Female,31866.75,123.8,15,46.94,39.0,22,7.22,4.71,9.58,5,0,North,5.63,8.25,0.4288,Low,0.2693
622,62.0,Female,74809.17,149.11,8,85.19,208.0,22,6.34,11.61,8.84,5,1,East,6.78,18.64,0.4839,Low,0.187
623,28.0,Female,16334.64,416.67,5,99.67,184.0,30,8.62,13.89,5.84,3,0,West,13.89,83.33,0.6376,High,0.1914
624,46.0,Male,31530.79,350.56,6,77.69,244.0,22,2.47,4.21,6.42,3,0,West,15.93,58.43,0.3071,Medium,0.1816
625,30.435495348927667,Female,47870.33,113.55,12,58.22,205.0,24,2.96,4.5,12.15,3,0,Central,4.73,9.46,0.3405,Low,0.1875
626,42.0,Male,54454.63,34.97,10,120.95,84.0,32,5.274903786295599,13.29,13.36,3,1,South,1.09,3.5,0.5674,Low,0.2245
627,41.97292405095909,Female,114224.08,94.03,4,79.1683810112388,282.0,34,3.09,3.12,26.39,4,0,South,2.77,23.51,0.4193,Low,0.177
628,53.0,Male,106151.1,1492.21,5,116.38,340.0,25,4.178664657611321,17.9,12.91,5,0,East,59.69,298.44,0.5281,Premium,0.1714
629,27.0,Female,22018.35,316.07,14,137.5,159.0,22,5.92,6.27,9.9,5,1,North,14.37,22.58,0.4143,Medium,0.1968
630,54.0,Male,18882.22,1010.0,5,81.41,123.86393703372109,28,4.91,10.9,15.78,5,1,West,36.07,202.0,0.4956,Premium,0.2068
631,26.0,Male,49636.69,944.42,15,61.1,118.0,25,8.3,8.38169743400966,13.57,4,0,North,37.78,62.96,0.5232,Premium,0.2089
632,41.0,Male,35010.64,358.23,7,59.97,284.0,25,6.03,10.94,6.23,1,1,North,14.33,51.18,0.4961,Medium,0.1768
633,52.0,Male,27010.66,613.26,8,107.94,242.0,32,5.12,13.18,26.17,3,0,East,19.16,76.66,0.5624,High,0.1819
634,66.0,Female,49417.53,107.06,5,79.69,163.0,21,4.09,9.07,18.79,5,1,South,5.1,21.41,0.3916,Low,0.1959
635,52.0,Male,55014.31,583.01,6,64.177544597628,118.0,25,6.5,4.67,5.95,4,1,East,23.32,97.17,0.438,High,0.2089
636,65.0,Female,32225.58,158.99,13,80.4,23.0,34,6.44,13.55,4.89,4,1,North,4.68,12.23,0.6169,Low,0.3107
637,53.0,Other,35880.8,892.08,10,206.75375,340.0,32,6.73,8.89,27.51,4,0,North,27.88,89.21,0.5541,Premium,0.1714
638,35.0,Female,33489.23,43.72,5,126.0,143.30622307790162,25,6.95,9.46,6.34,5,0,East,1.75,8.74,0.5022,Low,0.2008
639,66.0,Male,39904.9,445.4092457719241,11,30.3,177.0,31,8.11,3.06,19.41,4,1,West,14.37,40.49,0.5141,High,0.1928
640,56.0,Male,64329.95710231721,52.65,6,23.53,337.0,17,4.01,12.4,30.28,4,0,East,3.1,8.78,0.3902,Low,0.1716
641,49.0,Female,28596.71,1065.11,10,73.89,146.0,26,9.53,13.49,12.7,2,1,South,40.97,106.51,0.6191,Premium,0.2001
642,41.0,Male,35584.22,181.35,4,170.23,216.2381344349565,26,8.74,4.86,4.48,4,1,Central,6.98,45.34,0.504,Medium,0.1857
643,40.0,Male,40149.25,531.23,6,102.04,281.0,26,3.3829173717535013,4.76,7.13,5,1,South,20.43,88.54,0.3719,High,0.1771
644,49.0,Female,48855.58,334.23,9,66.35,69.0,23,5.13,2.78,11.89,4,1,South,14.53,37.14,0.3654,Medium,0.2346
645,54.0,Female,56274.24,228.09,10,131.11,237.0,25,4.21,11.39,27.68,4,0,Central,9.12,22.81,0.4566,Medium,0.1826
646,29.0,Female,116365.93947407472,518.44,6,192.64,176.0,21,5.69,15.187215078138848,16.29,4,1,Central,24.69,86.41,0.4986,High,0.193
647,66.0,Male,65255.32,434.5069963715069,6,141.07,281.0,20,6.01,14.0,37.0,2,1,Central,21.73,72.42,0.4841,High,0.1771
648,30.0,Female,66036.68,21.07,3,118.87,125.78801978599833,25,7.04,14.5,28.64,5,0,South,0.84,7.02,0.5603,Low,0.2062
649,40.0,Male,42902.85,1255.75,13,47.18,235.0,27,5.279075499099507,6.986280499605046,18.11,5,0,East,46.51,96.6,0.4521,Premium,0.1829
650,42.0,Male,30033.45,469.63,10,74.09,172.0,27,7.16,13.68,16.53,5,0,South,17.39,46.96,0.5723,High,0.1938
651,52.0,Female,37642.65,823.35,8,120.54,292.0,22,4.87,6.62,8.14,4,1,East,37.43,102.92,0.3925,Premium,0.1759
652,40.425305823247655,Male,34366.37,242.15,14,127.09,88.0,25,5.59,11.87,23.14,1,0,East,9.69,17.3,0.4957,Medium,0.2222
653,47.0,Male,59642.0,319.18,7,79.44,213.0,35,6.8,3.53,11.97,5,1,East,9.12,45.6,0.5236,Medium,0.1862
654,52.16830619770802,Male,21468.87,175.6479673938357,12,68.87,350.0,24,5.72,12.73,9.21,2,0,West,7.32,14.64,0.4993,Medium,0.1705
655,66.0,Female,65924.59,267.94,9,98.9981099825958,261.0,21,4.28,15.81,26.7,5,1,North,12.76,29.77,0.471,Medium,0.1795
656,41.98172089328886,Female,46229.81,598.2034302736107,12,95.98,158.0,20,3.88,9.62,2.9,4,0,North,29.91,49.85,0.3835,High,0.197
657,65.0,Female,70733.47,10.2,3,132.81,64.0,25,7.42,10.199133791514987,25.05,1,0,West,0.41,3.4,0.5219,Low,0.2387
658,42.0,Female,34133.89,86.34,7,130.43,103.0,27,6.39,8.62,29.29,2,1,West,3.2,12.33,0.4974,Low,0.2149
659,39.0,Male,31235.64,513.17,7,61.51510601216577,233.0,32,8.0,8.26,14.74,4,0,West,16.04,73.31,0.5782,High,0.1832
660,30.0,Male,40001.24,631.11,8,130.32,66.0,28,7.56,12.61,1.45,5,1,Central,22.54,78.89,0.5793,High,0.237
661,36.0,Male,39524.47,436.86,8,184.2,255.0,16,4.99,9.28,25.04,2,0,North,27.3,54.61,0.3705,High,0.1802
662,66.0,Male,73362.94,77.34,9,91.48,173.0,22,7.31,17.49,8.72,2,1,South,3.52,8.59,0.5728,Low,0.1936
663,53.0,Female,73013.7,294.76,7,139.92,132.0,20,6.13,12.41,2.78,4,1,East,14.74,42.11,0.4694,Medium,0.2042
664,29.0,Female,116365.93947407472,219.33,4,91.01,36.0,20,5.3,13.426199951120191,22.23,4,1,West,10.97,54.83,0.4604,Medium,0.2749
665,58.0,Male,38263.58,342.25,9,52.86,332.0,21,10.27,6.89,5.14,5,0,North,16.3,38.03,0.5185,Medium,0.1721
666,36.0,Male,9193.25,1492.21,12,72.79,28.0,32,9.72,7.98,7.24,5,1,West,46.63,124.35,0.6171,Premium,0.294
667,29.0,Male,39946.2,747.75,7,122.3,91.0,27,6.67,18.92,15.86,4,1,South,27.69,106.82,0.6185,Premium,0.2206
668,26.0,Male,55013.23,43.86,9,134.42,48.0,29,3.97,3.65,17.79,3,0,South,1.51,4.87,0.4012,Low,0.2556
669,36.45692772652239,Female,70071.07,1105.04,7,59.23,152.0,25,4.64,4.23,22.9,4,1,East,44.2,157.86,0.3877,Premium,0.1985
670,45.0,Male,57056.78,319.11,11,189.32,137.0,27,4.52,7.26,13.31,3,1,East,11.82,29.01,0.4365,Medium,0.2027
671,31.0,Male,38248.56,681.02,8,195.24,97.0,23,6.97,9.93,10.17,2,1,Central,29.61,85.13,0.4897,High,0.2176
672,48.0,Female,115506.51,75.43,8,58.82,14.0,18,6.19,12.23,1.0,4,1,West,4.19,9.43,0.4507,Low,0.3607
673,69.0,Male,29235.3,555.42,9,156.25,204.0,19,4.94,12.36,17.6,4,1,East,29.23,61.71,0.4307,High,0.1877
674,36.0,Female,42730.9,134.81,3,120.34,228.0,28,9.22,27.029976776044148,13.62,5,1,Central,4.81,44.94,0.78,Low,0.1839
675,64.0,Male,28568.07,288.47,8,80.72,186.0,28,4.73,10.86,15.33,2,1,East,10.3,36.06,0.4907,Medium,0.191
676,33.0,Female,49502.99,8.5,9,78.07181705609618,240.0,28,8.85,14.5,14.88,5,1,North,0.3,0.94,0.6319,Low,0.1822
677,70.0,Other,57541.48043864957,82.21,6,196.15,54.0,24,7.61,1.31,4.3,4,1,East,3.43,13.7,0.4188,Low,0.2484
678,22.0,Female,45685.54,48.3,9,93.5,310.0,20,5.7417004073880955,4.88,8.03,5,0,North,2.42,5.37,0.3764,Low,0.1741
679,52.0,Male,45825.69,137.05,7,38.92,141.0,17,5.3514139091912325,16.6,8.97,4,1,Central,8.06,19.58,0.4696,Low,0.2015
680,29.0,Female,20994.57,52.69,8,179.01,201.0,20,8.39,17.957632978889695,5.42,3,0,Central,2.63,6.59,0.5863,Low,0.1882
681,42.0,Male,42467.91,243.23495799125064,8,114.97,183.0,32,9.05,4.73,22.56,3,1,East,7.6,30.4,0.5647,Medium,0.1916
682,34.88621698554047,Male,87137.58,14.73,9,65.61,316.0,24,5.93,9.37,2.97,5,0,North,0.61,1.64,0.4672,Low,0.1735
683,38.0,Male,43255.6,480.83,9,98.97,260.0,29,7.75,5.67281535163571,19.69,4,0,Central,16.58,53.43,0.5161,High,0.1796
684,46.598486464615334,Male,41818.95,75.82,8,141.22,261.0,25,5.68,16.77,26.47,3,1,North,3.03,9.48,0.5523,Low,0.1795
685,70.0,Female,48489.877976104435,1451.68,8,78.32,245.0,17,8.21,5.735171736285818,11.56,3,1,Central,85.39,181.46,0.4189,Premium,0.1815
686,40.0,Female,41907.41,1352.23,8,75.03,268.0,21,3.79,24.68,24.6,1,0,South,64.39,169.03,0.5575,Premium,0.1786
687,33.0,Female,93529.0,127.77,7,68.25,301.0,20,7.28,8.0,6.14,4,1,West,6.39,18.25,0.4486,Low,0.175
688,56.0,Female,25788.4,476.5,9,67.05296397877899,239.0,24,0.97,9.55,14.71,3,1,Central,19.85,52.94,0.3479,High,0.1823
689,62.0,Female,68797.8,14.2,6,105.71,352.0,19,3.39,19.81,21.99,2,0,West,0.75,2.37,0.4755,Low,0.1704
690,70.0,Male,111654.5,1342.57,6,31.37,228.0,21,3.59,9.82,14.71,5,0,Central,63.93,223.76,0.3877,Premium,0.1839
691,44.14655883915762,Male,81139.77,370.11,6,80.18,127.0,15,5.52,8.46,24.89,4,0,West,24.67,61.68,0.3652,Medium,0.2058
692,56.0,Female,19271.13,22.09,7,119.91,150.0,27,3.91,17.35,14.32,4,1,South,0.82,3.16,0.5336,Low,0.199
693,31.0,Male,35626.62,209.66,8,41.73,148.0,36,3.92,8.61,14.76,4,0,East,5.82,26.21,0.5187,Medium,0.1996
694,48.0,Female,43435.15,39.98,10,138.11,147.05679065193584,24,5.18,11.53,28.9,4,1,East,1.67,4.0,0.4728,Low,0.1998
695,22.0,Male,81224.95,249.57,9,158.01,289.0,27,5.27,12.46,12.21,2,0,Central,9.24,27.73,0.5126,Medium,0.1763
696,52.0,Male,25189.71,554.22,8,142.82,308.0,34,3.42,8.36,4.42,4,1,East,16.3,69.28,0.4855,High,0.1743
697,40.0,Male,29452.43,317.34,8,173.92,30.0,29,3.08,1.16,33.62,4,1,Central,10.94,39.67,0.3518,Medium,0.2885
698,46.0,Male,21969.8,242.03,3,98.63,339.0,25,3.97,11.82,22.57,5,1,Central,9.68,80.68,0.4555,Medium,0.1715
699,60.0,Male,32438.45,63.44,9,65.52,226.0,22,7.3,17.08,12.58,4,1,East,2.88,7.05,0.5681,Low,0.1842
700,28.0,Female,26217.87,140.48,11,174.73,193.0,24,5.184795260042345,1.62,5.89,4,1,North,5.85,12.77,0.3629,Low,0.1896
701,35.0,Male,108983.63,52.76,12,83.02,343.0,28,8.13,13.32,9.55,5,1,East,1.88,4.4,0.6012,Low,0.1711
702,64.0,Female,35465.35,823.83,5,72.46,330.0,33,4.86,4.47,11.01,4,0,Central,24.96,164.77,0.4684,Premium,0.1723
703,29.0,Male,69248.91,72.65,8,86.16,141.0,26,6.25,15.84,16.87,3,1,West,2.79,9.08,0.565,Low,0.2015
704,26.0,Male,49463.23,452.4,11,54.95,233.0,21,5.5,13.76,9.03,3,1,Central,21.54,41.13,0.4781,High,0.1832
705,44.7020886403013,Male,49117.99,209.84,12,70.87,339.0,21,5.847066347303602,5.6,8.65,3,0,West,9.99,17.49,0.396,Medium,0.1715
706,61.0,Female,36471.2,128.08,0,96.77,99.0,24,5.7,7.42,11.05,4,1,West,5.34,128.08,0.4399,Low,0.2167
707,34.0,Male,72042.48,510.09,7,73.6937998890612,152.0,34,6.0,4.98,11.96,5,1,North,15.0,72.87,0.5111,High,0.1985
708,55.0,Female,52953.64,305.33,12,91.42,358.0,28,2.36,7.11,17.4,1,1,East,10.9,25.44,0.3912,Medium,0.1699
709,24.0,Male,51450.32,255.53,5,132.66,329.0,28,4.39,9.81,19.85,4,1,East,9.13,51.11,0.4708,Medium,0.1724
710,63.0,Female,36435.17,449.29,7,63.05,191.0,17,5.42,21.53,14.47,4,1,South,26.43,64.18,0.526,High,0.19
711,30.0,Male,39541.74,337.92,6,170.67,68.0,41,9.79,9.613340101639352,4.92,3,1,West,8.24,56.32,0.7188,Medium,0.2354
712,44.86199447919766,Female,65805.29,180.83,8,206.75375,323.0,15,6.65,3.32,18.7,4,1,West,12.06,22.6,0.3358,Medium,0.1729
713,59.0,Female,54996.66,409.42,12,70.51637458069158,112.0,21,7.48,5.81,28.97,5,1,North,19.5,34.12,0.4383,High,0.2111
714,36.66575952520112,Female,52142.53,553.57,9,141.34,214.0,21,5.3,22.77,4.71,5,1,North,26.36,61.51,0.5732,High,0.186
715,67.0,Male,33623.44,13.53,12,52.4,42.0,22,8.09,7.876696973066281,3.08,3,0,East,0.62,1.13,0.4852,Low,0.2643
716,44.0,Male,62161.95518045933,313.56,8,81.86,348.0,27,6.01,8.52,23.11,4,1,East,11.61,39.2,0.487,Medium,0.1707
717,19.0,Male,38566.78,893.8857049994378,8,34.43,235.0,28,6.99,11.25,20.09,4,1,West,31.92,111.74,0.5503,Premium,0.1829
718,22.0,Female,75431.63096418076,103.15,14,78.61,109.0,26,5.82,7.12,13.89,5,0,South,3.97,7.37,0.4577,Low,0.2123
719,46.0,Female,44644.36,411.07,9,112.0,341.0,23,6.49,17.0,10.0,5,1,North,17.87,45.67,0.5565,High,0.1713
720,54.0,Female,116365.93947407472,1005.66,8,109.57663935675701,300.0,24,4.64,3.41,14.27,4,0,Central,41.9,125.71,0.3695,Premium,0.1751
721,55.0,Male,42386.82,1071.96,5,88.94,245.0,32,5.022097458467675,17.23,16.8,3,1,North,33.5,214.39,0.6049,Premium,0.1815
722,36.0,Male,40490.76,36.26,1,128.74,363.0,32,4.63,6.86,22.99,4,1,Central,1.13,36.26,0.4802,Low,0.1695
723,25.0,Male,52008.14,271.59,6,112.19,70.0,35,3.79,10.1,5.33,3,1,Central,7.76,45.26,0.5229,Medium,0.2338
724,65.0,Other,34656.12,437.34,7,68.5,40.0,25,5.79,5.46,9.72,4,0,East,17.49,62.48,0.4294,High,0.2675
725,62.0,Female,51833.91,79.54,8,97.62413324804645,313.0,22,8.87,10.87,14.92,3,1,Central,3.62,9.94,0.5375,Low,0.1738
726,18.0,Female,116365.93947407472,725.01,5,140.8,186.0,28,4.27,12.91,19.63,3,0,South,25.89,145.0,0.5022,Premium,0.191
727,39.0,Male,56945.38,476.58567838812866,8,118.34,27.0,36,5.17,5.56,14.41,4,1,East,13.24,59.57,0.5154,High,0.297
728,69.0,Female,55916.96,1168.28,5,75.00318412655452,212.0,24,5.96,21.4,17.44,3,0,East,48.68,233.66,0.6014,Premium,0.1864
729,30.28335111505351,Female,34236.5,4.26,6,42.64,54.0,15,3.12,6.87,15.42,2,1,Central,0.28,0.71,0.2889,Low,0.2484
730,24.0,Male,115220.57,122.11,14,153.71,306.0,27,4.16460866620585,13.37,7.21,1,1,West,4.52,8.72,0.4957,Low,0.1745
731,42.0,Female,116365.93947407472,877.77,5,63.23,35.0,28,7.53,14.93,23.74,3,1,South,31.35,175.55,0.6044,Premium,0.2769
732,62.0,Female,75082.3,555.21,4,122.58,261.0,25,5.64,12.76,4.76,3,1,East,22.21,138.8,0.5068,High,0.1795
733,21.0,Female,67976.45,1124.0,12,80.1,156.7596430655512,24,3.59,7.193047527662768,2.32,5,1,Central,46.83,93.67,0.3858,Premium,0.1973
734,53.0,Female,43591.49,29.44,6,94.74,306.0,22,4.94,15.43,21.44,4,0,West,1.34,4.91,0.492,Low,0.1745
735,23.0,Male,59615.38,454.36,8,121.53,52.0,16,4.49,10.27,8.82,5,0,North,28.4,56.8,0.3692,High,0.2507
736,48.0,Male,32287.04,420.88,7,30.31,138.0,26,5.51,12.6,14.18,2,1,West,16.19,60.13,0.5109,High,0.2024
737,36.0,Other,27915.66,18.16,3,61.95659326037121,177.0,23,5.32893955630492,10.24,20.24,2,0,North,0.79,6.05,0.453,Low,0.1928
738,61.0,Male,23302.6,360.28,9,116.18,45.0,30,1.63,8.047838797676254,4.49,2,0,East,12.01,40.03,0.4019,Medium,0.2597
739,71.0,Female,60194.54,470.19,7,69.45,81.0,19,7.9,22.91,13.07,4,0,West,24.75,67.17,0.6202,High,0.2263
740,56.0,Female,24607.65,106.16,7,87.90623757039802,173.0,23,5.63,2.13,9.84,4,1,South,4.62,15.17,0.3704,Low,0.1936
741,44.0,Female,38184.4,159.64,7,134.79,332.0,33,4.35,8.15,14.81,3,0,Central,4.84,22.81,0.4968,Low,0.1721
742,27.0,Other,47542.78,511.31,8,83.08,40.0,30,7.09,8.9,24.93,2,1,Central,17.04,63.91,0.5449,High,0.2675
743,43.0,Male,80631.54,315.84,9,128.38,306.0,18,3.64,8.04,5.06,4,1,North,17.55,35.09,0.3419,Medium,0.1745
744,36.0,Male,36713.14,976.01,8,110.99,171.47017499448023,23,4.93,6.62,12.87,3,1,Central,42.44,122.0,0.4031,Premium,0.1939
745,56.0,Male,85531.17,209.57,13,139.6,306.0,31,3.31,16.62,27.74,2,1,East,6.76,16.12,0.5472,Medium,0.1745
746,48.716135689282446,Male,78400.02,155.07,9,50.17594069819683,26.0,25,6.84,7.894629834176474,8.12,3,0,East,6.2,17.23,0.4821,Low,0.3001
747,62.0,Male,28691.2,1492.21,11,28.83,48.0,26,7.65,6.815868351397717,27.78,5,1,South,57.39,135.66,0.4991,Premium,0.2556
748,30.0,Male,85940.7,1210.32,10,47.71,271.0,21,6.19,10.44,6.18,5,1,North,57.63,121.03,0.4581,Premium,0.1783
749,67.0,Female,42540.4,14.71,6,93.89,305.0,20,5.16,4.35,3.97,3,0,South,0.74,2.45,0.3563,Low,0.1746
750,45.0,Female,38197.47,736.42,4,114.58,269.0,28,3.2,2.23,13.53,3,1,North,26.3,184.1,0.3575,Premium,0.1785
751,48.84620864349067,Male,42630.42,58.46,8,88.47,209.0,26,4.68,6.95,13.57,3,0,West,2.25,7.31,0.4279,Low,0.1869
752,45.0,Male,48934.95,13.93,10,74.37,203.0,30,5.92,19.97,24.84,4,1,South,0.46,1.39,0.6391,Low,0.1879
753,25.0,Female,39834.06,159.89,4,159.58,281.0,18,4.47,10.49,18.46,3,0,South,8.88,39.97,0.3894,Low,0.1771
754,58.0,Male,32213.93,156.91,11,69.35,233.0,30,4.68,20.55,9.99,4,0,West,5.23,14.26,0.6152,Low,0.1832
755,56.0,Male,33670.33,855.51,11,49.94,39.0,19,3.48,5.84,7.73,1,1,South,45.03,77.77,0.3226,Premium,0.2693
756,18.0,Male,116365.93947407472,620.09,6,78.43,245.0,33,4.16,4.98,22.78,4,1,West,18.79,103.35,0.457,High,0.1815
757,20.0,Female,45241.42,1492.21,5,103.41,17.0,21,2.86,3.99,14.49,3,1,East,71.06,298.44,0.3051,Premium,0.3396
758,30.0,Male,63809.34,621.55,12,163.42,109.0,31,6.0,10.87,15.98,4,1,South,20.05,51.8,0.5492,High,0.2123
759,45.0,Other,50321.19,270.86,8,206.75375,256.0,30,5.59,20.42,24.68,5,1,West,9.03,33.86,0.636,Medium,0.1801
760,66.0,Male,50945.26,600.2,10,55.47281811051144,15.0,28,5.67,8.3,17.33,5,1,West,21.44,60.02,0.4853,High,0.353
761,42.0,Female,65933.78,1492.21,6,84.71,356.0,32,4.85,8.283726670485642,16.11,4,1,South,46.63,248.7,0.5014,Premium,0.1701
762,50.0,Male,99653.96,619.18,6,160.32,148.0,29,4.44,13.61,4.95,3,1,South,21.35,103.2,0.5232,High,0.1996
763,55.0,Male,101672.4,717.07,10,78.76,118.0,31,4.96,14.18,6.65,5,1,Central,23.13,71.71,0.5605,Premium,0.2089
764,70.0,Female,95817.75,1393.26,5,51.85,210.0,24,4.73,1.32,30.33,4,0,North,58.05,278.65,0.3485,Premium,0.1867
765,23.0,Female,75752.34,60.32,9,159.26,263.0,24,5.78,10.59,37.29,3,1,Central,2.51,6.7,0.477,Low,0.1792
766,61.0,Female,116365.93947407472,610.02,10,160.1,251.0,27,8.8,10.03,19.53,2,0,North,22.59,61.0,0.5719,High,0.1807
767,62.0,Female,61017.25,951.25,13,63.65,98.0,28,5.16,1.79,8.17,5,0,North,33.97,73.17,0.4006,Premium,0.2171
768,49.0,Female,57686.18,1492.21,4,74.40776011224902,17.0,26,4.43,13.97,12.36,5,1,West,57.39,373.05,0.4997,Premium,0.3396
769,62.0,Female,39656.35679778728,118.48,6,80.8,89.0,19,5.05,14.58,16.18,5,0,Central,6.24,19.75,0.458,Low,0.2217
770,64.0,Female,63196.68129089165,350.52,9,148.42,24.0,24,4.61,8.47,4.75,4,0,South,14.6,38.95,0.4249,Medium,0.3069
771,28.34634003504612,Male,44048.73,570.58,9,48.78,273.0,34,4.61,3.35,17.9,5,1,South,16.78,63.4,0.459,High,0.178
